0.01;3.29
0.52;3.29
1.02;3.29
1.52;3.29
2.02;3.29
2.52;3.29
3.02;3.29
3.52;3.29
4.02;3.29
4.52;3.29
5.01;3.29
5.52;3.29
6.02;3.29
6.52;3.28
7.03;3.28
7.52;3.28
8.02;3.28
8.53;3.28
9.04;3.28
9.55;3.28
10.04;3.28
10.55;3.28
11.05;3.28
11.56;3.28
12.06;3.28
12.57;3.28
13.06;3.28
13.57;3.28
14.06;3.28
14.57;3.28
15.06;3.3
15.57;3.3
16.06;3.33
16.57;3.33
17.06;3.33
17.57;3.33
18.08;3.33
18.58;3.5
19.08;3.5
19.59;3.6
20.09;3.6
20.59;3.6
21.09;3.6
21.6;3.86
22.1;3.86
22.61;3.86
23.11;3.86
23.62;4.2
24.13;4.2
24.64;4.38
25.13;4.38
25.64;4.38
26.14;4.38
26.64;4.75
27.14;4.75
27.64;4.75
28.14;4.93
28.64;4.93
29.14;4.93
29.64;4.93
30.13;5.27
30.64;5.27
31.14;5.43
31.64;5.43
32.14;5.43
32.65;5.43
33.15;5.73
33.66;5.73
34.16;5.86
34.67;5.86
35.17;5.86
35.68;5.86
36.18;6.21
36.69;6.21
37.19;6.21
37.7;6.32
38.2;6.32
38.7;6.32
39.2;6.32
39.7;6.5
40.2;6.5
40.7;6.5
41.2;6.5
41.7;6.66
42.2;6.66
42.7;6.73
43.2;6.73
43.7;6.73
44.2;6.73
44.7;6.85
45.2;6.85
45.7;6.91
46.2;6.91
46.7;6.91
47.19;6.91
47.7;7.01
48.2;7.01
48.7;7.01
49.2;7.06
49.7;7.06
50.2;7.06
50.7;7.06
51.2;7.14
51.7;7.14
52.2;7.18
52.7;7.18
53.2;7.18
53.71;7.18
54.22;7.28
54.72;7.28
55.22;7.3
55.73;7.3
56.24;7.3
56.75;7.3
57.25;7.3
57.75;7.35
58.25;7.35
58.75;7.35
59.25;7.35
59.75;7.4
60.25;7.4
60.75;7.42
61.25;7.42
61.76;7.42
62.27;7.42
62.77;7.46
63.28;7.46
63.78;7.48
64.29;7.48
64.79;7.48
65.29;7.48
65.79;7.51
66.29;7.51
66.79;7.51
67.29;7.52
67.8;7.52
68.3;7.52
68.81;7.52
69.31;7.55
69.82;7.55
70.32;7.56
70.83;7.56
71.33;7.56
71.83;7.56
72.33;7.59
72.83;7.59
73.33;7.6
73.83;7.6
74.33;7.6
74.83;7.6
75.33;7.61
75.83;7.61
76.33;7.61
76.84;7.61
77.35;7.63
77.86;7.63
78.36;7.63
78.87;7.64
79.37;7.64
79.88;7.64
80.38;7.64
80.89;7.65
81.39;7.65
81.9;7.65
82.4;7.65
82.91;7.65
83.41;7.65
83.92;7.67
84.42;7.67
84.93;7.67
85.44;7.67
85.95;7.67
86.46;7.67
86.97;7.68
87.48;7.68
87.99;7.68
88.5;7.69
89.01;7.69
89.52;7.69
90.03;7.69
90.54;7.7
91.05;7.7
91.55;7.71
92.06;7.71
92.56;7.71
93.06;7.71
93.56;7.71
94.06;7.71
94.56;7.71
95.06;7.71
95.56;7.72
96.06;7.72
96.56;7.72
97.07;7.72
97.58;7.72
98.09;7.72
98.6;7.73
99.11;7.73
99.62;7.73
100.12;7.73
100.62;7.73
101.12;7.73
101.62;7.73
102.12;7.73
102.62;7.73
103.13;7.74
103.64;7.74
104.15;7.74
104.66;7.74
105.17;7.74
105.68;7.74
106.18;7.74
106.68;7.74
107.18;7.74
107.69;7.74
108.19;7.76
108.69;7.76
109.2;7.76
109.71;7.76
110.22;7.76
110.72;7.76
111.22;7.76
111.72;7.76
112.23;7.76
112.73;7.76
113.23;7.76
113.73;7.77
114.24;7.77
114.74;7.77
115.24;7.77
115.75;7.77
116.26;7.77
116.76;7.78
117.26;7.78
117.76;7.78
118.26;7.78
118.77;7.78
119.27;7.78
119.77;7.78
120.27;7.78
120.78;7.78
121.29;7.78
121.8;7.78
122.31;7.78
122.82;7.78
123.33;7.78
123.83;7.78
124.33;7.78
124.84;7.78
125.35;7.78
125.85;7.78
126.35;7.78
126.86;7.78
127.37;7.79
127.88;7.79
128.39;7.79
128.9;7.79
129.4;7.79
129.91;7.79
130.41;7.79
130.92;7.79
131.42;7.79
131.92;7.79
132.42;7.79
132.92;7.79
133.42;7.79
133.92;7.79
134.43;7.79
134.94;7.79
135.45;7.79
135.96;7.79
136.47;7.79
136.98;7.79
137.49;7.79
138.0;7.79
138.51;7.79
139.02;7.79
139.53;7.79
140.04;7.79
140.55;7.79
141.06;7.8
141.57;7.8
142.08;7.8
142.59;7.8
143.1;7.8
143.6;7.8
144.11;7.8
144.62;7.8
145.13;7.8
145.64;7.8
146.14;7.8
146.65;7.8
147.15;7.8
147.66;7.8
148.16;7.8
148.67;7.8
149.17;7.8
149.67;7.8
150.17;7.8
150.67;7.8
151.17;7.8
151.67;7.8
152.17;7.8
152.67;7.8
153.17;7.8
153.67;7.8
154.17;7.8
154.67;7.8
155.17;7.8
155.67;7.8
156.17;7.8
156.67;7.8
157.18;7.8
157.68;7.8
158.18;7.8
158.68;7.8
159.18;7.8
159.68;7.8
160.18;7.8
160.69;7.8
161.2;7.8
161.7;7.8
162.2;7.8
162.7;7.8
163.2;7.8
163.7;7.8
164.2;7.8
164.7;7.8
165.2;7.8
165.7;7.8
166.2;7.8
166.7;7.8
167.2;7.8
167.7;7.81
168.2;7.81
168.7;7.81
169.2;7.81
169.7;7.81
170.2;7.81
170.7;7.81
171.2;7.81
171.7;7.81
172.2;7.81
172.7;7.81
173.2;7.81
173.7;7.81
174.2;7.81
174.7;7.81
175.2;7.81
175.7;7.81
176.2;7.81
176.7;7.81
177.2;7.81
177.7;7.81
178.2;7.81
178.7;7.81
179.2;7.81
179.7;7.81
180.2;7.82
180.7;7.82
181.21;7.82
181.72;7.82
182.22;7.82
182.73;7.82
183.23;7.82
183.73;7.82
184.23;7.82
184.73;7.82
185.23;7.82
185.73;7.82
186.23;7.82
186.73;7.82
187.24;7.82
187.74;7.82
188.24;7.82
188.74;7.82
189.24;7.82
189.74;7.82
190.24;7.82
190.74;7.82
191.24;7.82
191.74;7.83
192.24;7.83
192.74;7.83
193.25;7.83
193.75;7.83
194.26;7.83
194.76;7.83
195.27;7.82
195.77;7.82
196.28;7.83
196.78;7.83
197.28;7.83
197.79;7.83
198.29;8.14
198.79;8.14
199.29;8.32
199.79;8.32
200.29;8.32
200.79;8.32
201.29;8.75
201.79;8.75
202.29;8.75
202.79;8.75
203.29;8.75
203.79;9.22
204.29;9.22
204.79;9.46
205.29;9.46
205.79;9.46
206.29;9.46
206.79;9.92
207.29;9.92
207.79;10.13
208.29;10.13
208.79;10.13
209.29;10.13
209.79;10.53
210.29;10.53
210.79;10.53
211.29;10.71
211.79;10.71
212.29;10.71
212.79;10.71
213.29;11.03
213.79;11.03
214.29;11.18
214.79;11.18
215.29;11.18
215.79;11.18
216.29;11.56
216.79;11.56
217.29;11.67
217.79;11.67
218.29;11.67
218.79;11.67
219.29;11.86
219.79;11.86
220.3;11.86
220.81;11.86
221.32;11.86
221.83;12.04
222.33;12.04
222.83;12.12
223.33;12.12
223.83;12.12
224.33;12.12
224.83;12.26
225.33;12.26
225.83;12.32
226.33;12.32
226.83;12.32
227.34;12.32
227.85;12.43
228.36;12.43
228.87;12.49
229.38;12.49
229.89;12.49
230.39;12.49
230.9;12.58
231.4;12.58
231.9;12.58
232.41;12.63
232.92;12.63
233.43;12.63
233.94;12.63
234.45;12.74
234.96;12.74
235.47;12.77
235.98;12.77
236.49;12.77
236.99;12.77
237.5;12.83
238.01;12.83
238.51;12.83
239.02;12.83
239.53;12.88
240.04;12.88
240.54;12.9
241.04;12.9
241.54;12.9
242.04;12.9
242.54;12.95
243.04;12.95
243.54;12.95
244.04;12.97
244.54;12.97
245.04;12.97
245.54;12.97
246.04;13.01
246.54;13.01
247.04;13.03
247.55;13.03
248.05;13.03
248.55;13.03
249.05;13.05
249.55;13.05
250.05;13.07
250.56;13.07
251.06;13.07
251.56;13.07
252.07;13.07
252.58;13.1
253.08;13.1
253.58;13.12
254.08;13.12
254.58;13.12
255.08;13.12
255.59;13.14
256.1;13.14
256.61;13.14
257.12;13.14
257.63;13.16
258.14;13.16
258.65;13.17
259.16;13.17
259.67;13.17
260.18;13.17
260.69;13.19
261.2;13.19
261.71;13.2
262.22;13.2
262.73;13.2
263.24;13.2
263.75;13.21
264.25;13.21
264.76;13.21
265.26;13.22
265.77;13.22
266.28;13.22
266.79;13.22
267.3;13.24
267.81;13.24
268.32;13.24
268.83;13.24
269.34;13.24
269.85;13.24
270.35;13.26
270.85;13.26
271.35;13.27
271.85;13.27
272.35;13.27
272.85;13.27
273.36;13.28
273.87;13.28
274.37;13.28
274.87;13.28
275.38;13.28
275.89;13.28
276.4;13.28
276.9;13.28
277.4;13.28
277.9;13.28
278.4;13.28
278.91;13.29
279.42;13.29
279.93;13.3
280.43;13.3
280.94;13.3
281.44;13.3
281.94;13.31
282.44;13.31
282.94;13.31
283.44;13.31
283.94;13.31
284.44;13.31
284.94;13.31
285.44;13.32
285.94;13.32
286.44;13.32
286.94;13.32
287.44;13.32
287.94;13.32
288.44;13.32
288.94;13.32
289.44;13.32
289.94;13.32
290.44;13.32
290.95;13.33
291.46;13.33
291.97;13.33
292.48;13.33
292.99;13.33
293.49;13.33
293.99;13.34
294.49;13.34
294.99;13.34
295.49;13.35
295.99;13.35
296.49;13.35
296.99;13.35
297.49;13.35
297.99;13.35
298.49;13.36
298.99;13.36
299.49;13.36
300.0;13.36
300.5;13.36
301.01;13.36
301.51;13.36
302.02;13.36
302.52;13.35
303.02;13.35
303.52;13.35
304.02;13.35
304.52;13.35
305.03;13.35
305.53;13.35
306.04;13.36
306.54;13.36
307.05;13.36
307.55;13.36
308.06;13.36
308.56;13.36
309.07;13.36
309.57;13.36
310.08;13.36
310.58;13.36
311.09;13.36
311.59;13.36
312.1;13.37
312.6;13.37
313.11;13.37
313.61;13.37
314.11;13.37
314.61;13.37
315.11;13.37
315.61;13.37
316.11;13.37
316.61;13.37
317.12;13.37
317.62;13.37
318.13;13.37
318.63;13.38
319.14;13.38
319.64;13.38
320.15;13.38
320.65;13.38
321.16;13.38
321.66;13.38
322.17;13.38
322.67;13.38
323.18;13.38
323.68;13.38
324.19;13.38
324.69;13.38
325.2;13.38
325.7;13.38
326.21;13.38
326.71;13.38
327.22;13.38
327.72;13.38
328.23;13.39
328.73;13.39
329.24;13.39
329.74;13.39
330.25;13.39
330.75;13.39
331.26;13.39
331.76;13.39
332.27;13.39
332.78;13.39
333.28;13.39
333.79;13.39
334.29;13.39
334.8;13.39
335.3;13.39
335.81;13.39
336.31;13.39
336.82;13.39
337.32;13.39
337.83;13.39
338.33;13.39
338.84;13.39
339.34;13.39
339.85;13.4
340.35;13.4
340.86;13.4
341.36;13.4
341.87;13.4
342.37;13.4
342.87;13.4
343.37;13.4
343.87;13.4
344.37;13.4
344.88;13.4
345.38;13.4
345.89;13.4
346.39;13.4
346.9;13.4
347.4;13.4
347.91;13.4
348.41;13.4
348.92;13.4
349.42;13.41
349.93;13.41
350.43;13.41
350.94;13.41
351.44;13.41
351.94;13.41
352.44;13.41
352.95;13.41
353.45;13.41
353.96;13.41
354.46;13.41
354.97;13.41
355.47;13.41
355.98;13.41
356.48;13.4
356.98;13.4
357.48;13.41
357.98;13.41
358.48;13.41
358.98;13.41
359.48;13.41
359.98;13.41
360.48;13.41
360.98;13.41
361.48;13.41
361.98;13.41
362.48;13.41
362.98;13.41
363.48;13.41
363.98;13.41
364.48;13.41
364.98;13.41
365.48;13.41
365.98;13.4
366.48;13.4
366.98;13.4
367.48;13.4
367.98;13.4
368.48;13.4
368.98;13.4
369.48;13.41
369.98;13.41
370.48;13.41
370.99;13.41
371.49;13.41
371.99;13.41
372.49;13.41
372.99;13.41
373.5;13.41
374.01;13.41
374.52;13.41
375.02;13.41
375.53;13.41
376.03;13.41
376.53;13.41
